Name,Abductive reasoning,Active listening,Clarifying,Critiquing,Decision making,Deductive reasoning,Defining the problem,Delegation,Digging deep,Drawing,Explaining in simple terms,Facilitating,Goal setting,Identifying core components,Identifying key insights,Identifying known and unknown,Identifying obstacles,Identifying patterns,Improvising,Inductive reasoning,Mentoring,Observing,Pivoting,Persuading,Prioritizing,Record-keeping,Reframing,Representing ideas visually,Story building,Story telling,Synthesizing information,Trust building,Understanding tradeoffs,Working under time pressure,Using materials creatively,Physical prototyping,Digital prototyping
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571204,-2.3269689737470163,1.3961813842482087,-4.6181384248210025,-0.7517899761336508,-2.5178997613365155,0.2744630071599037,3.042959427207636,-6.789976133651551,1.6825775656324602,-2.2315035799522676,-0.8949880668257766,-3.949880668257757,-5.81145584725537,-6.957040572792363,2.01670644391408,-1.3245823389021485,3.7350835322195692,-5.262529832935561,-4.54653937947494,-5.023866348448688,-7.147971360381861,-4.355608591885441,6.408114558472555,6.789976133651553,3.615751789976134,3.4486873508353213,-7.4821002386634845,7.052505966587113,-7.147971360381861,6.861575178997615,8.245823389021481,1.6109785202863964,-7.3389021479713605,-2.183770883054893,-8.15035799522673,-6.52744630071599,-8.05489260143198
1571199,4.367541766109786,7.75656324582339,-3.15035799522673,-2.183770883054893,6.670644391408114,7.207637231503583,0.23866348448687447,7.684964200477328,-3.2100238663484486,9.009546539379475,4.260143198090692,-0.8830548926014323,6.2291169451074,0.1312649164677815,1.408114558472553,3.7828162291169463,-2.8878281622911697,4.355608591885442,-4.284009546539379,5.751789976133653,0.6205250596658711,1.3603818615751795,0.8830548926014323,-6.945107398568019,6.706443914081145,4.844868735083532,-1.6825775656324584,-5.715990453460621,2.577565632458235,-1.1933174224343688,0.11933174224343546,2.3627684964200473,0.5011933174224339,3.47255369928401,-6.62291169451074,6.431980906921243,2.5059665871121712
1571244,4.785202863961814,4.64200477326969,4.6897374701670635,6.431980906921243,4.6897374701670635,4.665871121718377,4.164677804295941,2.8758949880668254,3.233890214797137,-2.136038186157519,7.028639618138428,6.479713603818617,2.9474940334128874,2.2315035799522676,2.422434367541765,7.2673031026252985,2.01670644391408,1.587112171837708,-1.5632458233890212,-1.7064439140811452,6.575178997613364,8.365155131264917,-1.7064439140811452,6.957040572792362,-1.4677804295942725,-4.18854415274463,-3.949880668257757,-4.307875894988067,1.65871121718377,4.498806682577566,2.136038186157519,4.045346062052506,7.004773269689736,6.670644391408114,-3.9976133651551313,-6.718377088305489,-6.62291169451074
1557143,6.431980906921243,-6.813842482100238,7.004773269689736,3.9737470167064437,-4.64200477326969,-6.646778042959427,4.116945107398568,-5.596658711217184,-4.045346062052506,7.792362768496417,5.859188544152744,2.39856801909308,6.789976133651553,7.3389021479713605,-3.8544152744630065,-1.9212410501193329,3.4964200477326983,-3.1384248210023866,-5.787589498806683,-7.6968973747016705,4.451073985680193,0.3699284009546524,2.064439140811455,-2.8520286396181387,4.451073985680193,-5.405727923627685,-5.143198090692124,5.381861575178997,-4.713603818615751,7.529832935560858,0.44152744630071616,0.5369928400954649,4.116945107398568,2.136038186157519,-2.7326968973747015,0.34606205250596744,-5.572792362768497
1569899,7.529832207217705,3.9737477450495966,2.0405735207059212,1.8735090815651105,-0.5131257633036252,6.670645119751267,0.3937954777464938,2.9952274586534156,-4.952266574759472,-5.572792362768497,5.071599773689215,3.3293563369350387,8.245822660678325,3.4964207760758512,6.384248938367019,8.150357266883578,0.41766182619518233,0.27446373550305836,-6.766259095549299,4.355609320228595,5.095466122137903,6.622912422853894,-3.3054885318000444,2.87589571640998,8.293555357575702,7.7684956917045795,-1.8257749279814295,-5.190930787589499,-1.515512398148493,-3.1622904411079213,4.570406456266781,2.7326976257178544,-1.6587104888406188,2.87589571640998,-6.623061004857175,1.5393802032834873,0.6801916591307418
1569728,5.5966579828740315,6.933173496000521,3.663485215216662,2.0405735207059212,3.7828169574600974,2.0167071722572345,6.813841753757085,5.4773262406305925,4.594271348029162,-1.1097844745208079,6.575178269270211,1.754177339321675,4.904533877862097,4.904533877862097,2.9236284133073536,2.49403414123098,7.14797063203871,1.5632465517321759,3.0906928524481643,6.264915739437274,0.4653945230925576,2.6610985803717924,3.042960155550791,3.6873515636653487,8.174223615332263,2.1599052629493585,2.064439869154608,1.3245830672453014,0.5608599168873063,0.584726265335993,3.7589506090114106,7.100237935141333,5.548925285976656,3.6157525183192867,2.756563974166541,2.923329792614485,4.451073257337036
1571196,8.245823389021481,0.3937947494033427,9.618138424821005,8.7708830548926,8.818615751789977,7.887828162291168,6.026252983293556,9.522673031026251,5.35799522673031,9.73747016706444,2.8758949880668254,9.522673031026251,5.787589498806682,6.646778042959426,0.41766109785202943,0.6085918854415269,1.8019093078758956,6.050119331742245,9.474940334128878,9.618138424821005,9.594272076372313,9.594272076372313,-4.498806682577565,-4.7613365155131255,7.5536992840095465,3.3054892601431973,-6.694510739856803,9.463007159904535,8.15035799522673,8.86634844868735,5.501193317422434,5.978520286396181,-1.2291169451073998,8.293556085918855,-2.1121718377088303,9.451073985680193,9.451073985680193
1563315,-7.911694510739856,7.219570405727925,5.906921241050121,2.1599045346062056,5.071599045346062,5.906921241050121,-3.6396181384248205,-5.835322195704057,-1.0620525059665873,5.596658711217184,6.646778042959426,-0.08353221957040624,2.4940334128878288,2.8520286396181387,-1.085918854415274,2.5178997613365155,-2.2315035799522676,-6.575178997613365,-5.978520286396181,-6.8854415274463,2.3269689737470163,7.8162291169451095,-7.577565632458233,-5.954653937947494,2.5894988066825775,2.5178997613365155,-1.3723150357995237,-1.7064439140811452,2.5417661097852022,7.887828162291168,-3.615751789976134,-4.952267303102626,-0.9665871121718368,2.6372315035799527,-7.434367541766109,-3.7112171837708825,-3.615751789976134
1569884,0.7056798623063685,0.5163511187607579,0.03442340791738374,1.032702237521514,2.6161790017211715,0.6884681583476766,7.19449225473322,-0.03442340791738374,1.7211703958691906,1.2392426850258165,1.9621342512908768,2.168674698795181,3.958691910499139,2.203098106712565,3.33907056798623,3.3734939759036138,2.6506024096385534,1.6867469879518087,1.4802065404475044,1.3425129087779695,2.6161790017211715,2.306368330464716,1.8588640275387274,1.6179001721170394,1.927710843373493,3.6488812392426855,3.2702237521514625,2.306368330464716,1.273666092943202,2.6506024096385534,2.065404475043028,1.7555938037865744,3.5111876075731487,1.1015490533562833,0.4130808950086067,0.1721170395869187,-0.2409638554216862
